Date,Confirmed,Deaths,Recovered,Active,New Cases,Deaths / 100 Cases,Recovered / 100 Cases,Deaths / 100 Recovered,No. of Countries
2020-01-23,655,18,32,605,99,2.75,4.89,56.25,8
2020-01-24,941,26,39,876,288,2.76,4.14,66.67,9
2020-01-25,1434,42,42,1350,495,2.93,2.93,100.0,11
2020-01-26,2118,56,56,2006,684,2.64,2.64,100.0,13
2020-01-27,2927,82,65,2780,809,2.8,2.22,126.15,16
2020-01-28,5578,131,108,5339,2653,2.35,1.94,121.3,16
2020-01-29,6167,133,127,5907,589,2.16,2.06,104.72,18
2020-01-30,8235,171,145,7919,2071,2.08,1.76,117.93,20
2020-01-31,9927,213,225,9489,1692,2.15,2.27,94.67,23
2020-02-01,12038,259,287,11492,2111,2.15,2.38,90.24,25
2020-02-02,16787,362,476,15949,4749,2.16,2.84,76.05,25
2020-02-03,19887,426,627,18834,3100,2.14,3.15,67.94,25
2020-02-04,23898,492,857,22549,4011,2.06,3.59,57.41,26
2020-02-05,27643,564,1130,25949,3745,2.04,4.09,49.91,26
2020-02-06,30805,634,1493,28678,3192,2.06,4.85,42.46,26
2020-02-07,34399,719,2016,31664,3594,2.09,5.86,35.66,27
2020-02-08,37130,806,2617,33707,2731,2.17,7.05,30.8,27
2020-02-09,40161,906,3247,36008,3031,2.26,8.08,27.9,27
2020-02-10,42769,1013,3949,37807,2608,2.37,9.23,25.65,27
2020-02-11,44811,1113,4684,39014,2042,2.48,10.45,23.76,27
2020-02-12,45229,1118,5151,38960,418,2.47,11.39,21.7,27
2020-02-13,60381,1371,6294,52716,15152,2.27,10.42,21.78,27
2020-02-14,66909,1523,8061,57325,6528,2.28,12.05,18.89,28
2020-02-15,69052,1666,9397,57989,2143,2.41,13.61,17.73,28
2020-02-16,71235,1770,10867,58598,2183,2.48,15.26,16.29,28
2020-02-17,73270,1868,12587,58815,2035,2.55,17.18,14.84,28
2020-02-18,75152,2008,14352,58792,1883,2.67,19.1,13.99,28
2020-02-19,75652,2123,16123,57406,500,2.81,21.31,13.17,29
2020-02-20,76212,2248,18181,55783,560,2.95,23.86,12.36,29
2020-02-21,76841,2252,18894,55695,629,2.93,24.59,11.92,31
2020-02-22,78602,2459,22892,53251,1762,3.13,29.12,10.74,31
2020-02-23,78982,2470,23397,53115,383,3.13,29.62,10.56,32
2020-02-24,79550,2630,25229,51691,570,3.31,31.71,10.42,37
2020-02-25,80404,2710,27907,49787,854,3.37,34.71,9.71,42
2020-02-26,81381,2771,30388,48222,977,3.4,37.34,9.12,48
2020-02-27,82740,2814,33282,46644,1359,3.4,40.22,8.46,51
2020-02-28,84128,2873,36714,44541,1388,3.42,43.64,7.83,56
2020-02-29,86022,2943,39785,43294,1899,3.42,46.25,7.4,62
2020-03-01,88400,2997,42721,42682,2380,3.39,48.33,7.02,67
2020-03-02,90379,3086,45605,41688,1979,3.41,50.46,6.77,74
2020-03-03,92980,3160,48227,41593,2602,3.4,51.87,6.55,77
2020-03-04,95282,3255,51170,40857,2306,3.42,53.7,6.36,81
2020-03-05,98100,3348,53796,40956,2818,3.41,54.84,6.22,85
2020-03-06,102016,3461,55864,42691,3917,3.39,54.76,6.2,94
2020-03-07,106113,3565,58358,44190,4102,3.36,55.0,6.11,95
2020-03-08,110051,3805,60695,45551,3939,3.46,55.15,6.27,100
2020-03-09,114232,3995,62495,47742,4182,3.5,54.71,6.39,102
2020-03-10,119055,4271,64402,50382,4825,3.59,54.09,6.63,106
2020-03-11,126714,4616,66999,55099,7688,3.64,52.87,6.89,112
2020-03-12,132513,4925,68328,59260,5803,3.72,51.56,7.21,114
2020-03-13,146864,5417,70255,71192,14356,3.69,47.84,7.71,120
2020-03-14,157962,5838,72622,79502,11101,3.7,45.97,8.04,134
2020-03-15,169241,6488,76031,86722,11279,3.83,44.92,8.53,139
2020-03-16,184034,7175,78086,98773,14797,3.9,42.43,9.19,143
2020-03-17,200039,7991,80830,111218,16008,3.99,40.41,9.89,147
2020-03-18,219586,8909,83317,127360,19547,4.06,37.94,10.69,151
2020-03-19,246684,10025,84958,151701,27100,4.06,34.44,11.8,155
2020-03-20,277565,11520,87403,178642,30883,4.15,31.49,13.18,162
2020-03-21,309680,13243,91650,204787,32121,4.28,29.6,14.45,164
2020-03-22,344821,14927,97867,232027,35141,4.33,28.38,15.25,169
2020-03-23,387488,16885,98355,272248,42668,4.36,25.38,17.17,170
2020-03-24,428574,19195,107974,301405,41104,4.48,25.19,17.78,172
2020-03-25,479663,22019,113753,343891,51089,4.59,23.72,19.36,175
2020-03-26,542525,25059,122125,395341,62866,4.62,22.51,20.52,175
2020-03-27,607435,28544,130910,447981,64911,4.7,21.55,21.8,176
2020-03-28,677100,32380,139421,505299,69665,4.78,20.59,23.22,177
2020-03-29,734000,35857,148877,549266,56901,4.89,20.28,24.08,177
2020-03-30,799279,39938,164213,595128,65280,5.0,20.55,24.32,178
2020-03-31,876098,44670,177803,653625,76819,5.1,20.29,25.12,180
2020-04-01,959012,50684,193075,715253,82915,5.29,20.13,26.25,180
2020-04-02,1041923,56576,210218,775129,82911,5.43,20.18,26.91,181
2020-04-03,1126238,62754,225640,837844,84315,5.57,20.03,27.81,181
2020-04-04,1185171,68734,246052,870385,76009,5.8,20.76,27.93,181
2020-04-05,1256277,73977,259888,922412,71108,5.89,20.69,28.46,182
2020-04-06,1330151,79912,276597,973642,73874,6.01,20.79,28.89,183
2020-04-07,1399552,88223,299859,1011470,72890,6.3,21.43,29.42,183
2020-04-08,1482877,95052,328741,1059084,83325,6.41,22.17,28.91,183
2020-04-09,1570233,102920,353995,1113318,87356,6.55,22.54,29.07,183
2020-04-10,1655623,110337,375733,1169553,85390,6.66,22.69,29.37,184
2020-04-11,1730100,116623,401983,1211494,74477,6.74,23.23,29.01,184
2020-04-12,1849635,122563,421366,1305706,119556,6.63,22.78,29.09,184
2020-04-13,1920621,128582,448623,1343416,70986,6.69,23.36,28.66,184
2020-04-14,2004469,135687,473697,1395085,83848,6.77,23.63,28.64,184
2020-04-15,2082629,144231,510236,1428162,78160,6.93,24.5,28.27,184
2020-04-16,2178015,151650,541119,1485246,95386,6.96,24.84,28.03,184
2020-04-17,2266210,160151,567303,1538756,88195,7.07,25.03,28.23,184
2020-04-18,2343459,166353,591169,1585937,77250,7.1,25.23,28.14,184
2020-04-19,2420285,171704,622952,1625629,76826,7.09,25.74,27.56,184
2020-04-20,2495724,177752,645130,1672842,75439,7.12,25.85,27.55,184
2020-04-21,2571680,185154,679932,1706594,75956,7.2,26.44,27.23,184
2020-04-22,2653519,192181,710017,1751321,81839,7.24,26.76,27.07,184
2020-04-23,2737032,199179,738747,1799106,85222,7.28,26.99,26.96,184
2020-04-24,2820960,206093,788776,1826091,93962,7.31,27.96,26.13,184
2020-04-25,2903927,211977,816531,1875419,82967,7.3,28.12,25.96,184
2020-04-26,2975368,216230,845343,1913795,71442,7.27,28.41,25.58,184
2020-04-27,3045572,221160,873227,1951185,70204,7.26,28.67,25.33,184
2020-04-28,3121378,227995,906439,1986944,75806,7.3,29.04,25.15,184
2020-04-29,3198365,234942,948516,2014907,78444,7.35,29.66,24.77,184
2020-04-30,3281736,240996,1013632,2027108,83378,7.34,30.89,23.78,185
2020-05-01,3370333,246467,1051789,2072077,88597,7.31,31.21,23.43,186
2020-05-02,3449993,252311,1092440,2105242,79827,7.31,31.66,23.1,186
2020-05-03,3524895,256158,1124973,2143764,74902,7.27,31.92,22.77,186
2020-05-04,3602083,260710,1159059,2182314,77189,7.24,32.18,22.49,186
2020-05-05,3682186,266837,1195532,2219817,80103,7.25,32.47,22.32,186
2020-05-06,3772588,273722,1241651,2257215,90402,7.26,32.91,22.05,186
2020-05-07,3861478,279419,1281176,2300883,90473,7.24,33.18,21.81,186
2020-05-08,3952059,285347,1317589,2349123,92061,7.22,33.34,21.66,186
2020-05-09,4036214,289933,1371030,2375251,84155,7.18,33.97,21.15,186
2020-05-10,4111910,293974,1404839,2413097,75696,7.15,34.17,20.93,186
2020-05-11,4188263,297890,1451724,2438649,76410,7.11,34.66,20.52,186
2020-05-12,4272702,303770,1488766,2480166,84459,7.11,34.84,20.4,186
2020-05-13,4357656,309256,1544638,2503762,84954,7.1,35.45,20.02,187
2020-05-14,4453534,314838,1584349,2554347,95879,7.07,35.58,19.87,187
2020-05-15,4549685,320474,1632452,2596759,96151,7.04,35.88,19.63,187
2020-05-16,4643963,325024,1688863,2630076,94278,7.0,36.37,19.25,187
2020-05-17,4722390,328598,1729871,2663921,78427,6.96,36.63,19.0,187
2020-05-18,4811104,332747,1782787,2695570,88714,6.92,37.06,18.66,187
2020-05-19,4907901,337874,1834839,2735188,97006,6.88,37.39,18.41,187
2020-05-20,5013067,343267,1893809,2775991,105166,6.85,37.78,18.13,187
2020-05-21,5119375,348233,1945029,2826113,106412,6.8,37.99,17.9,187
2020-05-22,5226717,353920,2053576,2819221,107342,6.77,39.29,17.23,187
2020-05-23,5331655,358297,2108410,2864948,104938,6.72,39.55,16.99,187
2020-05-24,5425132,361786,2163937,2899409,93916,6.67,39.89,16.72,187
2020-05-25,5512840,363320,2227666,2921854,88080,6.59,40.41,16.31,187
2020-05-26,5605650,367976,2282818,2954856,92810,6.56,40.72,16.12,187
2020-05-27,5708786,373369,2346145,2989272,103136,6.54,41.1,15.91,187
2020-05-28,5829223,378414,2413008,3037801,120437,6.49,41.4,15.68,187
2020-05-29,5950300,383574,2490273,3076453,121077,6.45,41.85,15.4,187
2020-05-30,6086208,387860,2560723,3137625,135908,6.37,42.07,15.15,187
2020-05-31,6189753,391006,2637107,3161640,103545,6.32,42.6,14.83,187
2020-06-01,6289009,394639,2692032,3202338,99256,6.28,42.81,14.66,187
2020-06-02,6413458,399944,2796144,3217370,125096,6.24,43.6,14.3,187
2020-06-03,6525093,405633,2875235,3244225,114862,6.22,44.06,14.11,187
2020-06-04,6656964,411104,2945305,3300555,131871,6.18,44.24,13.96,187
2020-06-05,6789305,416228,3014470,3358607,132341,6.13,44.4,13.81,187
2020-06-06,6919908,420339,3086674,3412895,130603,6.07,44.61,13.62,187
2020-06-07,7031790,423473,3141783,3466534,111882,6.02,44.68,13.48,187
2020-06-08,7134696,427824,3293394,3413478,102906,6.0,46.16,12.99,187
2020-06-09,7258855,432945,3375664,3450246,124159,5.96,46.5,12.83,187
2020-06-10,7395052,438390,3454835,3501827,136197,5.93,46.72,12.69,187
2020-06-11,7530618,443474,3540714,3546430,135566,5.89,47.02,12.52,187
2020-06-12,7658132,448215,3620434,3589483,127514,5.85,47.28,12.38,187
2020-06-13,7792666,452622,3706326,3633718,134534,5.81,47.56,12.21,187
2020-06-14,7925086,456290,3777145,3691651,132420,5.76,47.66,12.08,187
2020-06-15,8047404,460265,3857420,3729719,122318,5.72,47.93,11.93,187
2020-06-16,8191114,467411,3955283,3768420,143710,5.71,48.29,11.82,187
2020-06-17,8334608,472901,4074114,3787593,143494,5.67,48.88,11.61,187
2020-06-18,8478044,478223,4155277,3844544,143436,5.64,49.01,11.51,187
2020-06-19,8659520,484571,4250267,3924682,181624,5.6,49.08,11.4,187
2020-06-20,8846030,489039,4366121,3990870,186510,5.53,49.36,11.2,187
2020-06-21,8939328,493626,4434807,4010895,113094,5.52,49.61,11.13,187
2020-06-22,9082592,497426,4526440,4058726,143265,5.48,49.84,10.99,187
2020-06-23,9249716,503016,4630495,4116205,167127,5.44,50.06,10.86,187
2020-06-24,9420935,508494,4746246,4166195,171219,5.4,50.38,10.71,187
2020-06-25,9601355,513586,4839130,4248639,180420,5.35,50.4,10.61,187
2020-06-26,9791111,518665,4945110,4327336,189756,5.3,50.51,10.49,187
2020-06-27,9968095,523359,5051396,4393340,176984,5.25,50.68,10.36,187
2020-06-28,10135528,526932,5140599,4467997,167840,5.2,50.72,10.25,187
2020-06-29,10286558,530960,5235170,4520428,151030,5.16,50.89,10.14,187
2020-06-30,10468731,536199,5352510,4580022,182173,5.12,51.13,10.02,187
2020-07-01,10686130,541571,5468424,4676135,217399,5.07,51.17,9.9,187
2020-07-02,10892150,547047,5753358,4591745,206020,5.02,52.82,9.51,187
2020-07-03,11095733,552285,5863246,4680202,203584,4.98,52.84,9.42,187
2020-07-04,11288366,557052,6059006,4672308,192633,4.93,53.67,9.19,187
2020-07-05,11471205,560850,6178369,4731986,182839,4.89,53.86,9.08,187
2020-07-06,11639014,565064,6302068,4771882,167809,4.85,54.15,8.97,187
2020-07-07,11850135,571442,6447101,4831592,211121,4.82,54.41,8.86,187
2020-07-08,12064615,577075,6605157,4882383,214480,4.78,54.75,8.74,187
2020-07-09,12289881,582876,6739775,4967230,225266,4.74,54.84,8.65,187
2020-07-10,12521837,588626,6879221,5053990,231956,4.7,54.94,8.56,187
2020-07-11,12735547,593729,7004913,5136905,213710,4.66,55.0,8.48,187
2020-07-12,12928886,598017,7116749,5214120,193339,4.63,55.05,8.4,187
2020-07-13,13121468,602400,7257072,5261996,192582,4.59,55.31,8.3,187
2020-07-14,13343327,608387,7399324,5335616,221859,4.56,55.45,8.22,187
2020-07-15,13574514,614293,7559130,5401091,231192,4.53,55.69,8.13,187
2020-07-16,13824666,620457,7711615,5492594,250155,4.49,55.78,8.05,187
2020-07-17,14067900,627455,7895036,5545409,243234,4.46,56.12,7.95,187
2020-07-18,14302402,633955,8045823,5622624,234502,4.43,56.26,7.88,187
2020-07-19,14516701,638848,8133881,5743972,214299,4.4,56.03,7.85,187
2020-07-20,14724557,642770,8293009,5788778,207856,4.37,56.32,7.75,187
2020-07-21,14965068,649129,8467705,5848234,240621,4.34,56.58,7.67,187
2020-07-22,15243196,656498,8647437,5939261,278130,4.31,56.73,7.59,187
2020-07-23,15523272,663140,8823667,6036465,280077,4.27,56.84,7.52,187
2020-07-24,15806186,669597,9051967,6084622,282914,4.24,57.27,7.4,187
2020-07-25,16058692,675671,9271779,6111242,252506,4.21,57.74,7.29,187
2020-07-26,16271160,680027,9415080,6176053,212468,4.18,57.86,7.22,187
2020-07-27,16501708,685304,9586463,6229941,230552,4.15,58.09,7.15,187
2020-07-28,16764890,692256,9756921,6315713,263182,4.13,58.2,7.1,187
2020-07-29,17039509,698905,9959507,6381097,274619,4.1,58.45,7.02,187
2020-07-30,17319995,705657,10173026,6441312,280486,4.07,58.74,6.94,187
2020-07-31,17611660,712242,10372632,6526786,291665,4.04,58.9,6.87,187
2020-08-01,17859198,718248,10553543,6587407,247538,4.02,59.09,6.81,187
2020-08-02,18088853,722906,10692267,6673680,229655,4.0,59.11,6.76,187
2020-08-03,18298549,727701,10914712,6656136,209697,3.98,59.65,6.67,187
2020-08-04,18557353,734877,11138369,6684107,258804,3.96,60.02,6.6,187
2020-08-05,18834389,742263,11360064,6732062,277036,3.94,60.32,6.53,187
2020-08-06,19118243,749083,11548871,6820289,283854,3.92,60.41,6.49,187
2020-08-07,19401409,755825,11740917,6904667,283166,3.9,60.52,6.44,187
2020-08-08,19657480,761837,11941161,6954482,256071,3.88,60.75,6.38,187
2020-08-09,19884236,767008,12119939,6997289,226758,3.86,60.95,6.33,187
2020-08-10,20112182,772373,12284150,7055659,227946,3.84,61.08,6.29,187
2020-08-11,20372810,778988,12589218,7004604,260629,3.82,61.79,6.19,187
2020-08-12,20646017,785952,12829863,7030202,273207,3.81,62.14,6.13,187
2020-08-13,20936054,792745,12993779,7149530,290053,3.79,62.06,6.1,187
2020-08-14,21238218,799325,13277021,7161872,302164,3.76,62.51,6.02,187
2020-08-15,21484022,805343,13445625,7233054,245804,3.75,62.58,5.99,187
2020-08-16,21699308,810128,13678579,7210601,215328,3.73,63.04,5.92,187
2020-08-17,21910927,814743,13889591,7206593,211619,3.72,63.39,5.87,187
2020-08-18,22168549,821795,14117186,7229568,257622,3.71,63.68,5.82,187
2020-08-19,22444282,828802,14335183,7280297,275733,3.69,63.87,5.78,187
2020-08-20,22715135,835250,14542973,7336912,270853,3.68,64.02,5.74,187
2020-08-21,22978288,840993,14711467,7425828,263153,3.66,64.02,5.72,187
2020-08-22,23239740,846805,14921384,7471551,261452,3.64,64.21,5.68,187
2020-08-23,23444757,851114,15137915,7455728,205017,3.63,64.57,5.62,187
2020-08-24,23674748,855951,15337336,7481461,230091,3.62,64.78,5.58,187
2020-08-25,23918540,862526,15568885,7487129,243792,3.61,65.09,5.54,187
2020-08-26,24201837,869091,15794619,7538127,283297,3.59,65.26,5.5,187
2020-08-27,24484701,875314,16001856,7607531,282864,3.57,65.35,5.47,187
2020-08-28,24768738,881146,16200974,7686618,285385,3.56,65.41,5.44,187
2020-08-29,25029993,886968,16412387,7730638,261255,3.54,65.57,5.4,187
2020-08-30,25249915,891231,16622627,7736057,219922,3.53,65.83,5.36,187
2020-08-31,25514266,895658,16823417,7795191,264351,3.51,65.94,5.32,187
2020-09-01,25781979,902255,17081379,7798345,267713,3.5,66.25,5.28,187
2020-09-02,26064627,908543,17300616,7855468,282660,3.49,66.38,5.25,187
2020-09-03,26349263,914647,17521985,7912631,284636,3.47,66.5,5.22,187
2020-09-04,26652963,920516,17735486,7996961,303700,3.45,66.54,5.19,187
2020-09-05,26926061,925634,17936474,8063953,273098,3.44,66.61,5.16,187
2020-09-06,27156571,929759,18148265,8078547,230510,3.42,66.83,5.12,187
2020-09-07,27373997,939367,18345813,8088817,225379,3.43,67.02,5.12,187
2020-09-08,27619027,944504,18547610,8126913,245030,3.42,67.16,5.09,187
2020-09-09,27905607,950763,18787877,8166967,286580,3.41,67.33,5.06,187
2020-09-10,28205640,956777,19004538,8244325,300033,3.39,67.38,5.03,187
2020-09-11,28525181,962779,19228208,8334194,319541,3.38,67.41,5.01,187
2020-09-12,28809711,967830,19451142,8390739,284530,3.36,67.52,4.98,187
2020-09-13,29051899,971782,19638990,8441127,242188,3.34,67.6,4.95,187
2020-09-14,29319876,976375,19867489,8476012,267977,3.33,67.76,4.91,187
2020-09-15,29603174,982956,20093776,8526442,283298,3.32,67.88,4.89,187
2020-09-16,29908129,988832,20323253,8596044,304955,3.31,67.95,4.87,187
2020-09-17,30223077,994478,20543464,8685135,314948,3.29,67.97,4.84,187
2020-09-18,30549052,1000336,20794613,8754103,325975,3.27,68.07,4.81,187
2020-09-19,30838314,1005650,21031598,8801066,289262,3.26,68.2,4.78,187
2020-09-20,31090032,1009617,21268675,8811740,251718,3.25,68.41,4.75,187
2020-09-21,31368862,1014029,21514153,8840680,278830,3.23,68.58,4.71,187
2020-09-22,31655357,1020199,21733546,8901612,286495,3.22,68.66,4.69,187
2020-09-23,31964085,1026748,21996959,8940378,308728,3.21,68.82,4.67,187
2020-09-24,32283392,1032426,22252629,8998337,319307,3.2,68.93,4.64,187
2020-09-25,32615047,1038439,22491837,9084771,331655,3.18,68.96,4.62,187
2020-09-26,32900309,1043872,22753980,9102457,285262,3.17,69.16,4.59,187
2020-09-27,33151773,1047718,22967859,9136196,251556,3.16,69.28,4.56,187
2020-09-28,33409641,1051798,23190401,9167442,257868,3.15,69.41,4.54,187
2020-09-29,33693300,1057896,23431685,9203719,283659,3.14,69.54,4.51,187
2020-09-30,34018839,1064352,23679903,9274584,325539,3.13,69.61,4.49,187
2020-10-01,34337191,1073252,23901445,9362494,318352,3.13,69.61,4.49,187
2020-10-02,34668176,1078934,24073730,9515512,330985,3.11,69.44,4.48,187
2020-10-03,34965673,1083669,24329331,9552673,297497,3.1,69.58,4.45,187
2020-10-04,35226230,1087688,24551490,9587052,260557,3.09,69.7,4.43,187
2020-10-05,35539780,1094759,24788958,9656063,313550,3.08,69.75,4.42,187
2020-10-06,35855504,1100612,25021584,9733308,315724,3.07,69.78,4.4,187
2020-10-07,36206134,1106507,25276775,9822852,350630,3.06,69.81,4.38,187
2020-10-08,36566855,1112869,25496281,9957705,360721,3.04,69.73,4.36,187
2020-10-09,36928401,1119053,25703071,10106277,361546,3.03,69.6,4.35,187
2020-10-10,37283124,1123949,25898476,10260699,354723,3.01,69.46,4.34,187
2020-10-11,37570991,1128069,26121116,10321806,287868,3.0,69.52,4.32,187
2020-10-12,37862791,1132132,26321235,10409424,291800,2.99,69.52,4.3,188
2020-10-13,38184181,1137554,26513680,10532947,321390,2.98,69.44,4.29,188
2020-10-14,38566569,1143740,26725965,10696864,382388,2.97,69.3,4.28,188
2020-10-15,38975851,1149929,26933292,10892630,409282,2.95,69.1,4.27,188
2020-10-16,39385347,1156143,27136306,11092898,409496,2.94,68.9,4.26,188
2020-10-17,39756799,1161834,27334589,11260376,371459,2.92,68.75,4.25,188
2020-10-18,40085605,1165699,27536100,11383806,328806,2.91,68.69,4.23,188
2020-10-19,40462045,1170433,27738631,11552981,376440,2.89,68.55,4.22,188
2020-10-20,40851544,1177070,27950078,11724396,389499,2.88,68.42,4.21,188
2020-10-21,41297337,1183932,28161300,11952105,445793,2.87,68.19,4.2,188
2020-10-22,41769685,1189855,28388093,12191737,472348,2.85,67.96,4.19,188
2020-10-23,42267329,1196912,28594827,12475590,497644,2.83,67.65,4.19,188
2020-10-24,42723103,1202770,28806408,12713925,455774,2.82,67.43,4.18,188
2020-10-25,43083137,1207031,29003666,12872440,360034,2.8,67.32,4.16,188
2020-10-26,43571127,1212659,29242801,13115667,487990,2.78,67.12,4.15,188
2020-10-27,44042037,1220118,29832506,12989413,470911,2.77,67.74,4.09,188
2020-10-28,44553877,1227323,30098468,13228086,511840,2.75,67.56,4.08,189
2020-10-29,45105164,1234526,30345219,13525419,551287,2.74,67.28,4.07,189
2020-10-30,45679372,1242219,30600993,13836160,574208,2.72,66.99,4.06,189
2020-10-31,46151871,1248814,30845322,14057735,472499,2.71,66.83,4.05,189
2020-11-01,46616150,1253948,31103269,14258933,464279,2.69,66.72,4.03,189
2020-11-02,47177189,1260119,31383406,14533664,561039,2.67,66.52,4.02,189
2020-11-03,47735904,1269602,31634979,14831323,558715,2.66,66.27,4.01,189
2020-11-04,48246628,1279761,31914298,15052569,556845,2.65,66.15,4.01,189
2020-11-05,48867798,1288469,32217953,15361376,621171,2.64,65.93,4.0,189
2020-11-06,49491797,1297570,32506314,15687913,623999,2.62,65.68,3.99,189
2020-11-07,50089036,1305253,32805330,15978453,597239,2.61,65.49,3.98,189
2020-11-08,50573706,1311348,33058570,16203788,484670,2.59,65.37,3.97,189
2020-11-09,51075302,1318522,33315623,16441157,501596,2.58,65.23,3.96,189
2020-11-10,51658081,1328583,33572983,16756515,582779,2.57,64.99,3.96,190
2020-11-11,52287354,1339106,33953207,16995041,629273,2.56,64.94,3.94,190
2020-11-12,52933795,1348894,34179446,17405455,646441,2.55,64.57,3.95,190
2020-11-13,53596524,1358653,34481578,17756293,662729,2.53,64.34,3.94,190
2020-11-14,54184054,1367705,34759397,18056952,587530,2.52,64.15,3.93,190
2020-11-15,54659333,1374301,34990157,18294875,475279,2.51,64.01,3.93,190
2020-11-16,55192246,1382236,35380887,18429123,532913,2.5,64.1,3.91,190
2020-11-17,55804191,1393318,35814478,18596395,611945,2.5,64.18,3.89,190
2020-11-18,56432298,1404764,36177588,18849946,628107,2.49,64.11,3.88,191
2020-11-19,57086705,1415922,36551887,19118896,654407,2.48,64.03,3.87,191
2020-11-20,57759824,1427682,36907311,19424831,673119,2.47,63.9,3.87,191
2020-11-21,58348381,1436703,37246581,19665097,588557,2.46,63.83,3.86,191
2020-11-22,58835884,1444124,37520305,19871455,487505,2.45,63.77,3.85,191
2020-11-23,59360378,1452654,37931518,19976206,524504,2.45,63.9,3.83,191
2020-11-24,59956954,1465379,38303697,20187878,596576,2.44,63.89,3.83,191
2020-11-25,60592704,1477493,38741107,20374104,635750,2.44,63.94,3.81,191
2020-11-26,61185191,1488505,39107983,20588703,592487,2.43,63.92,3.81,191
2020-11-27,61867389,1499958,39489609,20877822,682198,2.42,63.83,3.8,191
2020-11-28,62457004,1509205,39849315,21098484,589615,2.42,63.8,3.79,191
2020-11-29,62943164,1516498,40167598,21259068,486160,2.41,63.82,3.78,191
2020-11-30,63449583,1525428,40569854,21354301,506419,2.4,63.94,3.76,191
2020-12-01,64070616,1538151,41046058,21486407,621033,2.4,64.06,3.75,191
2020-12-02,64724212,1550814,41508984,21664414,653596,2.4,64.13,3.74,191
2020-12-03,65420529,1563393,41935968,21921168,696317,2.39,64.1,3.73,191
2020-12-04,66109129,1575836,42426585,22106708,688600,2.38,64.18,3.71,191
